"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-113.283","51.033","STRATHMORE AGDM","3036205","AB","-0.3","12","NA","15.4","12","-11.5","12","","","NA","6.7","13","NA","","2","","","NA","346.9","0.0"
"-112.124","49.792","TABER","3036360","AB","3.7","18","NA","16.5","13","-10.5","14","8.0","13","NA","9.0","13","NA","","2","","","NA","185.7","0.0"
"-111.321","50.456","TIDE LAKE AGCM","3036485","AB","0.1","12","NA","16.6","12","-14.0","12","","","NA","3.2","14","NA","","2","","","NA","339.9","0.0"
"-112.863","50.304","TRAVERS AGCM","3036500","AB","1.8","12","NA","16.0","12","-10.2","12","","","NA","7.4","12","NA","","2","","","NA","308.1","0.0"
"-112.117","49.500","WRENTHAM AGDM","3037675","AB","2.3","12","NA","16.6","12","-9.0","12","","","NA","6.8","12","NA","","3","","","NA","299.1","0.0"
"-113.961","50.729","OKOTOKS","303M9JM","AB","-0.3","0","5.9","17.0","0","-16.0","0","0.0","0","0.0","0.0","0","0.0","0.0","0","","","NA","568.4","0.0"
"-112.817","49.050","DEL BONITA AGDM","3042045","AB","2.0","12","NA","14.5","12","-11.9","12","","","NA","2.2","13","NA","","1","","","NA","304.6","0.0"
"-110.678","49.364","MANYBERRIES AGCM","3044203","AB","0.8","12","NA","17.7","12","-13.6","12","","","NA","1.6","12","NA","","1","","","NA","327.5","0.0"
"-111.652","49.137","MASINASIN AGDM","3044232","AB","3.2","12","NA","17.7","12","-9.0","12","","","NA","4.7","12","NA","","2","","","NA","281.0","0.0"
"-112.050","49.133","MILK RIVER","3044533","AB","1.5","4","NA","16.6","4","-15.2","4","","","NA","11.8","4","NA","3.0","5","","","NA","446.6","0.0"
"-110.467","49.117","ONEFOUR CDA","3044923","AB","-0.6","3","NA","18.0","3","-13.1","3","","","NA","0.0","29","NA","1.0","0","","","NA","521.4","0.0"
"-111.126","49.225","PAKOWKI LAKE AGCM","3045000","AB","2.3","12","NA","17.9","12","-10.8","12","","","NA","4.4","12","NA","","1","","","NA","297.5","0.0"
"-111.025","49.029","PINHORN AGCM","3045100","AB","4.1","12","NA","16.1","12","-7.4","12","","","NA","4.2","12","NA","","2","","","NA","264.7","0.0"
"-112.160","49.283","WARNER AGCM","3046951","AB","3.7","12","NA","17.0","12","-9.0","12","","","NA","4.8","12","NA","","2","","","NA","272.5","0.0"
"-115.552","51.193","BANFF CS","3050519","AB","-4.0","0","NA","7.1","0","-17.0","0","","","NA","37.2","0","NA","12.0","6","","","NA","680.9","0.0"
"-114.175","49.468","BEAVER MINES","3050602","AB","1.7","0","NA","13.3","0","-14.8","0","","","NA","32.6","0","NA","4.0","2","","","NA","504.4","0.0"
"-115.067","51.083","BOW VALLEY","3050778","AB","0.0","0","NA","12.3","0","-10.5","0","","","NA","28.7","0","NA","","6","","","NA","558.9","0.0"
"-114.482","49.628","CROWSNEST","3051R4R","AB","-0.6","0","NA","9.5","0","-18.1","0","","","NA","10.6","25","NA","","2","","","NA","575.6","0.0"
"-118.030","52.926","JASPER WARDEN","3053536","AB","-2.6","0","NA","9.5","0","-16.6","0","","","NA","10.6","0","NA","5.0","5","","","NA","637.2","0.0"
"-115.035","51.028","KANANASKIS","3053600","AB","0.9","0","7.1","11.5","0","-14.5","0","33.8","0","176.0","42.2","0","223.0","0.0","6","","","NA","531.3","0.0"
"-116.040","52.492","NORDEGG CS","3054843","AB","-0.6","0","NA","11.9","0","-14.9","0","","","NA","9.4","0","NA","6.0","2","","","NA","576.2","0.0"
"-114.416","50.368","PEKISKO","3055119","AB","-0.5","3","NA","10.5","3","-18.3","3","","","NA","28.0","4","NA","16.0","4","","","NA","518.3","0.0"
"-113.809","49.131","WATERTON PARK GATE","3056214","AB","3.0","0","NA","14.3","0","-11.2","0","","","NA","28.2","0","NA","","3","","","NA","464.7","0.0"
"-115.787","54.144","WHITECOURT A","3057376","AB","-5.0","0","NA","10.4","0","-17.7","0","","","NA","","","NA","","","","","NA","711.9","0.0"
"-115.190","50.943","NAKISKA RIDGETOP","305MGFF","AB","-3.9","3","NA","4.0","3","-14.2","3","","","NA","","","NA","","","","","NA","612.8","0.0"
"-113.382","54.635","ATHABASCA AGCM","3060330","AB","-3.2","12","NA","7.3","12","-17.1","12","","","NA","0.9","12","NA","","0","","","NA","401.9","0.0"
"-112.825","54.782","ATMORE AGDM","3060406","AB","-5.7","12","NA","4.5","12","-19.8","12","","","NA","0.8","12","NA","","0","","","NA","450.0","0.0"
"-114.448","54.095","BARRHEAD CS","3060535","AB","-4.7","0","NA","9.8","0","-18.7","0","","","NA","0.9","0","NA","0.0","0","","","NA","702.6","0.0"
"-117.867","53.350","BRULE BLACK CAT","3060903","AB","-1.6","10","7.1","14.0","8","-19.0","2","7.2","0","41.0","7.8","0","42.0","2.0","2","","","NA","411.3","0.0"
"-114.678","54.131","CAMPSIE AUTO","3061201","AB","-5.6","0","NA","8.5","0","-20.1","0","","","NA","0.7","0","NA","","0","","","NA","730.1","0.0"
"-115.894","53.623","CARROT CREEK","3061350","AB","-3.8","12","NA","10.2","12","-17.6","12","","","NA","0.6","12","NA","","0","","","NA","413.5","0.0"
"-116.465","53.579","EDSON","3062239","AB","-4.8","0","NA","11.4","0","-19.6","0","","","NA","0.2","0","NA","","0","","","NA","707.2","0.0"
"-116.453","53.580","EDSON CLIMATE","3062246","AB","-4.5","0","NA","11.4","0","-19.4","0","","","NA","1.3","0","NA","2.0","0","","","NA","697.3","0.0"
"-114.983","53.600","ENTWISTLE","3062451","AB","-2.8","3","6.3","10.0","3","-16.0","3","0.0","3","NA","0.0","3","NA","0.0","0","","","NA","582.5","0.0"
"-115.062","53.614","EVANSBURG2 AGCM","3062476","AB","-4.2","12","NA","10.2","12","-19.5","12","","","NA","0.4","13","NA","","0","","","NA","422.2","0.0"
"-114.769","54.410","FORT ASSINIBOINE AGCM","3062660","AB","-4.7","12","NA","9.9","12","-19.9","12","","","NA","1.7","12","NA","","1","","","NA","431.6","0.0"
"-111.213","56.651","FORT MCMURRAY CS","3062696","AB","-5.4","0","NA","7.6","0","-19.4","0","","","NA","3.5","0","NA","4.0","1","","","NA","726.3","0.0"
"-111.223","56.653","FORT MCMURRAY A","3062697","AB","-5.3","0","NA","7.8","0","-18.9","0","","","NA","","","NA","","","","","NA","721.6","0.0"
"-118.447","53.795","HENDRICKSON CREEK","3063135","AB","-5.2","0","NA","13.3","0","-23.1","0","","","NA","15.5","0","NA","18.0","6","","","NA","719.3","0.0"
"-116.479","55.396","HIGH PRAIRIE AGDM","3063165","AB","-4.6","12","NA","9.4","12","-20.9","12","","","NA","2.1","12","NA","","1","","","NA","429.3","0.0"
"-113.543","54.821","ISLAND LAKE SOUTH","3063600","AB","-4.8","0","NA","6.5","0","-18.2","0","","","NA","1.6","0","NA","","0","","","NA","708.1","0.0"
"-112.981","54.563","KINIKINIK","3063640","AB","-2.7","12","NA","8.7","12","-12.9","12","","","NA","0.8","15","NA","","0","","","NA","392.8","0.0"
"-112.024","54.769","LAC LA BICHE CLIMATE","3063686","AB","-4.9","0","NA","5.7","0","-15.8","0","","","NA","1.3","0","NA","2.0","1","","","NA","710.7","0.0"
"-113.321","54.964","PLEASANT VIEW","3065200","AB","-3.8","12","NA","5.1","12","-14.7","12","","","NA","1.7","12","NA","","0","","","NA","414.1","0.0"
"-111.700","54.500","RICH LAKE AGDM","3065475","AB","-6.1","13","NA","6.5","13","-19.0","13","","","NA","0.4","13","NA","","0","","","NA","433.2","0.0"
"-111.835","53.851","ISPAS","3065712","AB","-4.2","14","NA","6.4","14","-16.6","14","","","NA","3.0","14","NA","","1","","","NA","377.7","0.0"
"-114.777","55.293","SLAVE LAKE","3065995","AB","-5.4","0","NA","6.8","0","-17.6","0","","","NA","0.6","0","NA","","0","","","NA","724.8","0.0"
"-114.777","55.293","SLAVE LAKE RCS","3065997","AB","-5.1","1","NA","7.0","1","-16.6","1","","","NA","1.6","1","NA","","1","","","NA","692.0","0.0"
"-113.520","54.300","TAWATINAW AGCM","3066367","AB","-3.6","12","NA","6.8","12","-14.8","12","","","NA","0.5","12","NA","","0","","","NA","410.9","0.0"
"-118.348","53.386","WILLOW CREEK 1","306GE70","AB","-5.6","6","NA","11.5","5","-21.8","6","","","NA","2.3","11","NA","7.0","1","","","NA","588.8","0.0"
"-113.941","54.683","DUCK LAKE AGCM","306X001","AB","-6.0","12","NA","5.7","12","-22.3","12","","","NA","0.9","12","NA","","0","","","NA","456.6","0.0"
"-117.236","55.577","BALLATER AGCM","3070495","AB","-3.8","12","NA","8.7","12","-18.8","12","","","NA","1.9","12","NA","","1","","","NA","414.3","0.0"
"-119.396","55.197","BEAVERLODGE RCS","3070600","AB","-2.9","0","NA","9.9","0","-16.1","0","","","NA","3.6","0","NA","1.0","3","","","NA","646.7","0.0"
"-117.933","56.529","CLEAR HILLS AGCM","3071661","AB","-3.9","12","NA","10.7","12","-22.1","12","","","NA","3.4","12","NA","","1","","","NA","415.4","0.0"
"-117.543","56.715","DEADWOOD AGCM","3071957","AB","-3.0","12","NA","9.7","12","-17.4","12","","","NA","3.7","12","NA","","1","","","NA","399.2","0.0"
"-110.439","58.981","EGG ISLAND","3072246","AB","-10.2","28","NA","1.0","28","-15.0","28","","","NA","","","NA","","","","","NA","84.5","0.0"
"-118.439","56.081","FAIRVIEW AGDM","3072525","AB","-4.7","12","NA","7.7","12","-18.7","12","","","NA","4.0","12","NA","","1","","","NA","430.9","0.0"
"-111.117","58.767","FORT CHIPEWYAN","3072655","AB","-8.7","0","NA","8.3","0","-24.7","0","","","NA","0.9","0","NA","","0","","","NA","826.3","0.0"
"-111.117","58.767","FORT CHIPEWYAN RCS","3072659","AB","-8.7","0","NA","8.3","0","-24.4","0","","","NA","4.5","0","NA","28.0","1","","","NA","828.8","0.0"
"-116.040","58.382","FORT VERMILION","3072723","AB","-10.5","0","NA","9.1","0","-23.2","0","","","NA","9.3","0","NA","20.0","3","","","NA","883.0","0.0"
"-118.885","55.180","GRANDE PRAIRIE A","3072921","AB","-5.0","2","NA","8.7","2","-16.7","2","3.2","0","NA","4.2","0","NA","","1","","","NA","667.7","0.0"
"-117.298","57.265","HAWK HILLS AGCM","3073071","AB","-5.8","12","NA","8.0","12","-21.4","12","","","NA","2.0","12","NA","","1","","","NA","451.9","0.0"
"-117.165","58.622","HIGH LEVEL A","3073140","AB","-11.7","0","NA","9.1","0","-25.7","0","","","NA","2.8","0","NA","","0","","","NA","919.5","0.0"
"-117.164","58.631","HIGH LEVEL","3073148","AB","-12.2","0","NA","9.1","0","-27.1","0","","","NA","6.2","0","NA","15.0","1","","","NA","935.2","0.0"
"-117.120","55.913","JEAN COTE AGCM","3073535","AB","-3.1","12","NA","6.7","12","-16.8","12","","","NA","2.0","12","NA","","1","","","NA","401.1","0.0"
"-117.677","57.788","KEG RIVER AGCM","3073644","AB","-6.0","12","NA","11.2","12","-26.4","12","","","NA","4.1","22","NA","","1","","","NA","456.6","0.0"
"-116.343","58.172","LA CRETE AGCM","3073730","AB","-8.0","12","NA","9.7","12","-23.0","12","","","NA","4.9","12","NA","","2","","","NA","494.1","0.0"
"-119.255","55.422","LA GLACE AGCM","3073740","AB","-5.3","13","NA","9.1","13","-17.9","13","","","NA","5.8","15","NA","","2","","","NA","419.3","0.0"
"-117.451","56.974","MANNING AGDM","3074190","AB","-5.9","12","NA","9.0","12","-19.7","12","","","NA","","","NA","","","","","NA","454.2","0.0"
"-119.745","56.314","CLEARDALE AGDM","3074935","AB","-5.3","12","NA","8.2","12","-17.4","12","","","NA","7.8","12","NA","","2","","","NA","442.2","0.0"
"-117.448","56.227","PEACE RIVER A","3075041","AB","-5.7","0","NA","6.6","0","-18.3","0","3.4","0","NA","3.4","0","NA","0.0","1","","","NA","735.0","0.0"
"-117.452","56.193","ROMA","3075043","AB","-4.5","0","NA","6.9","0","-17.1","0","","","NA","3.4","0","NA","0.0","1","","","NA","699.0","0.0"
"-118.293","55.621","PEORIA AGDM","3075160","AB","-4.8","12","NA","8.8","12","-18.9","12","","","NA","5.2","12","NA","","2","","","NA","433.5","0.0"
"-115.278","56.552","RED EARTH","3075488","AB","-4.7","0","NA","8.0","0","-18.9","0","","","NA","","","NA","1.0","","","","NA","704.2","0.0"
"-116.481","58.452","ROCKY LANE AGCM","3075550","AB","-10.5","13","NA","10.1","13","-25.4","13","","","NA","7.0","13","NA","","1","","","NA","513.5","0.0"
"-118.668","55.777","RYCROFT AGCM","3075601","AB","-3.5","12","NA","12.5","12","-18.4","12","","","NA","5.9","12","NA","","2","","","NA","408.6","0.0"
"-119.345","56.076","SAVANNA AGCM","3075770","AB","-3.3","12","NA","9.1","12","-17.0","12","","","NA","6.9","12","NA","","3","","","NA","403.8","0.0"
"-118.408","55.352","TEEPEE CREEK AGCM","3076366","AB","-5.7","12","NA","8.1","12","-19.6","12","","","NA","5.2","12","NA","","2","","","NA","450.5","0.0"
"-116.848","58.021","TOMPKINS LANDING AGCM","3076530","AB","-6.1","12","NA","8.4","12","-22.0","12","","","NA","4.5","12","NA","","3","","","NA","458.6","0.0"
"-117.199","55.098","VALLEYVIEW AGDM","3076680","AB","-3.0","12","NA","7.7","12","-14.8","12","","","NA","3.1","12","NA","","1","","","NA","398.5","0.0"
"-113.866","58.711","GARDEN RIVER","307KPFP","AB","-11.1","9","NA","2.6","9","-25.0","9","","","NA","","","NA","16.0","","","","NA","639.9","0.0"
"-110.283","54.417","COLD LAKE A","3081680","AB","-6.7","0","7.3","7.1","0","-19.6","0","2.0","0","8.0","1.4","0","8.0","0.0","1","","","NA","764.5","0.0"
"-110.868","54.367","DUPRE AGCM","3081690","AB","-6.0","12","NA","8.3","12","-19.3","12","","","NA","0.8","12","NA","","0","","","NA","455.3","0.0"
"-110.323","54.177","BEAVERDAM AGCM","308X001","AB","-4.3","12","NA","6.2","12","-15.8","12","","","NA","0.4","12","NA","","0","","","NA","423.4","0.0"
